cluster1,cluster2,distance,sample_count
352.0,1663.0,0.0,2.0
2044.0,3080.0,0.0,4.0
366.0,446.0,0.0,2.0
367.0,2478.0,0.0,2.0
601.0,2921.0,0.0,2.0
1948.0,2146.0,0.0,2.0
460.0,3094.0,0.0,3.0
644.0,3098.0,0.0,4.0
820.0,3099.0,0.0,5.0
2479.0,3095.0,0.0,3.0
972.0,3078.0,0.0,3.0
1309.0,3102.0,0.0,4.0
2876.0,3103.0,0.0,5.0
1729.0,2681.0,0.0,2.0
2128.0,2610.0,0.0,2.0
1460.0,2519.0,0.0,2.0
2264.0,2285.0,0.0,2.0
768.0,1615.0,0.0,2.0
423.0,2023.0,0.0,2.0
437.0,2564.0,0.0,2.0
1006.0,3027.0,0.0,3.0
2179.0,2772.0,0.0,2.0
479.0,1329.0,0.0,2.0
483.0,2654.0,0.0,2.0
493.0,2308.0,0.0,2.0
499.0,1930.0,0.0,2.0
2383.0,3110.0,0.0,3.0
1270.0,1833.0,0.0,2.0
2750.0,3119.0,0.0,3.0
2759.0,3120.0,0.0,4.0
524.0,2248.0,0.0,2.0
2286.0,3093.0,0.0,5.0
2677.0,3123.0,0.0,6.0
2873.0,3124.0,0.0,7.0
555.0,1254.0,0.0,2.0
566.0,1541.0,0.0,2.0
2410.0,2907.0,0.0,2.0
619.0,2820.0,0.0,2.0
1436.0,1642.0,0.0,2.0
1578.0,1749.0,0.0,2.0
1129.0,1675.0,0.0,2.0
2463.0,3070.0,0.0,3.0
655.0,2868.0,0.0,2.0
2312.0,2492.0,0.0,2.0
1781.0,2402.0,0.0,2.0
751.0,2421.0,0.0,2.0
1890.0,2960.0,0.0,2.0
728.0,2890.0,0.0,2.0
790.0,2476.0,0.0,2.0
1609.0,1731.0,0.0,2.0
795.0,2637.0,0.0,2.0
1105.0,3026.0,0.0,3.0
838.0,2465.0,0.0,2.0
848.0,1982.0,0.0,2.0
2761.0,3114.0,0.0,3.0
2074.0,3074.0,0.0,3.0
970.0,1239.0,0.0,2.0
1366.0,3077.0,0.0,3.0
1038.0,2576.0,0.0,2.0
1062.0,1842.0,0.0,2.0
1075.0,2708.0,0.0,2.0
1076.0,2766.0,0.0,2.0
1115.0,2371.0,0.0,2.0
1122.0,2440.0,0.0,2.0
1150.0,2307.0,0.0,2.0
1304.0,2281.0,0.0,2.0
1589.0,2968.0,0.0,2.0
1700.0,2534.0,0.0,2.0
1715.0,2040.0,0.0,2.0
2157.0,2972.0,0.0,2.0
1542.0,2754.0,0.0,2.0
2872.0,3144.0,0.0,3.0
2078.0,3149.0,0.0,4.0
1419.0,2757.0,0.0,2.0
1451.0,2174.0,0.0,2.0
1545.0,1767.0,0.0,2.0
1832.0,2109.0,0.0,2.0
2936.0,3089.0,0.0,3.0
2362.0,3006.0,0.0,3.0
1855.0,3167.0,0.0,3.0
1876.0,1897.0,0.0,2.0
2774.0,2930.0,0.0,2.0
1809.0,2162.0,6.379777074181503e-05,2.0
965.0,1009.0,0.0001583994161421892,2.0
494.0,2565.0,0.00018613023576744662,2.0
1267.0,3151.0,0.000222706217181257,3.0
247.0,267.0,0.00023125262600335868,2.0
1538.0,1637.0,0.00028360160363230335,2.0
1126.0,2190.0,0.0002883621574481327,2.0
1969.0,2062.0,0.0003664085341278816,2.0
1601.0,2727.0,0.0004106036935683524,2.0
149.0,1655.0,0.00042590764153698494,2.0
1284.0,1472.0,0.00043747629053603827,2.0
593.0,2609.0,0.00046531714694351137,2.0
1367.0,2675.0,0.0004777398565818291,2.0
1568.0,2693.0,0.0004866848853852544,2.0
514.0,1083.0,0.0004929813818487321,2.0
2394.0,3063.0,0.0005294433500478606,3.0
541.0,1011.0,0.0005598904162296455,2.0
613.0,1593.0,0.0005599096378404746,2.0
254.0,1667.0,0.0005658518454139128,2.0
2522.0,2669.0,0.00062889318450081,2.0
1013.0,1673.0,0.0006431899000139056,2.0
1302.0,1671.0,0.0006552199566932166,2.0
123.0,533.0,0.0006555262457477977,2.0
1301.0,2604.0,0.000657907079542937,2.0
1225.0,2060.0,0.0006587077751388378,2.0
1543.0,3082.0,0.0006775829758096389,3.0
1438.0,2914.0,0.0006974925194753103,2.0
1240.0,1359.0,0.0007184707852591478,2.0
31.0,78.0,0.0007797071774811123,2.0
1296.0,2880.0,0.0008326353258745371,2.0
42.0,2800.0,0.0008662959802089908,2.0
1317.0,1622.0,0.0009828607140641191,2.0
727.0,3132.0,0.0009934303911509628,3.0
2401.0,2577.0,0.000999593079745715,2.0
1133.0,1743.0,0.0010965975943405203,2.0
403.0,3198.0,0.0011450276733756318,3.0
3.0,2156.0,0.0011614640735826496,2.0
700.0,2086.0,0.0011615913166757928,2.0
3116.0,3190.0,0.0011886988677174317,4.0
1623.0,1726.0,0.001215722659086576,2.0
627.0,1763.0,0.0012169887988356155,2.0
792.0,1360.0,0.0012254627760000319,2.0
2172.0,2788.0,0.0012277931408953705,2.0
202.0,625.0,0.001242777969025973,2.0
1590.0,1998.0,0.0013719747738214357,2.0
476.0,630.0,0.0015246928471022016,2.0
1326.0,2926.0,0.0015293526787376218,2.0
2280.0,2638.0,0.001639048631037424,2.0
520.0,2776.0,0.0016452545154655002,2.0
156.0,2842.0,0.0016629051228570588,2.0
133.0,1753.0,0.00166934629364072,2.0
300.0,2901.0,0.001673846602041976,2.0
2234.0,3202.0,0.0017037010917395734,3.0
1053.0,3181.0,0.0017037936331009453,3.0
3169.0,3180.0,0.001708221286283182,5.0
698.0,1271.0,0.0017199260041255433,2.0
926.0,3178.0,0.0017199844702296082,3.0
1282.0,2061.0,0.0017450773587124459,2.0
1936.0,2504.0,0.0018623340534706277,2.0
1346.0,2884.0,0.0018851705084407897,2.0
532.0,821.0,0.0018864593775298167,2.0
1789.0,3058.0,0.0018908668435047573,3.0
720.0,1052.0,0.0019525391519706749,2.0
1007.0,1399.0,0.001980007661611744,2.0
234.0,3200.0,0.0020043786661638856,3.0
335.0,444.0,0.0020409740783225963,2.0
2672.0,2715.0,0.002087101174300117,2.0
449.0,1705.0,0.0020906769289041395,2.0
1899.0,2270.0,0.0020916574421371483,2.0
377.0,2325.0,0.0021046097181362813,2.0
2278.0,2666.0,0.00210936121836813,2.0
860.0,3213.0,0.0021193056369488063,3.0
702.0,3138.0,0.002172808284105191,3.0
714.0,2988.0,0.002173737574600678,2.0
331.0,2810.0,0.002352331740023732,2.0
1884.0,2498.0,0.0024284419826006206,2.0
2337.0,2464.0,0.0024861580501839026,2.0
242.0,1073.0,0.0026369288032356934,2.0
2892.0,3019.0,0.0026732966415569737,3.0
921.0,1210.0,0.0026899458749039726,2.0
2256.0,2726.0,0.0027320318273558078,2.0
2792.0,2986.0,0.002857369354607647,2.0
347.0,1962.0,0.0030484679828964504,2.0
343.0,1101.0,0.003140920836922207,2.0
1448.0,3057.0,0.0031848554394971022,3.0
934.0,1904.0,0.003188894846108778,2.0
346.0,1001.0,0.003191548517104349,2.0
1520.0,2515.0,0.0032141407102338204,2.0
2035.0,2135.0,0.003263583584548422,2.0
130.0,1385.0,0.003291240178648944,2.0
1058.0,2486.0,0.0032919105048530213,2.0
1397.0,2674.0,0.0034245679292617937,2.0
952.0,3059.0,0.003465601289594193,3.0
1625.0,2712.0,0.0034851228064236212,2.0
607.0,1295.0,0.003491669189738155,2.0
1081.0,1412.0,0.003572188383358288,2.0
359.0,844.0,0.0036958781805184033,2.0
840.0,2272.0,0.0037387837019666704,2.0
1577.0,2566.0,0.0037539962491357514,2.0
774.0,2512.0,0.003762483832164961,2.0
2160.0,2739.0,0.003858323362028326,2.0
391.0,1997.0,0.0038600271690414846,2.0
2467.0,3039.0,0.003873408483522536,3.0
1597.0,3131.0,0.003941500610098153,3.0
3170.0,3228.0,0.003944975973518988,8.0
1065.0,1687.0,0.003956690986851149,2.0
734.0,2864.0,0.003984536865783607,2.0
2175.0,2993.0,0.004004415723988685,2.0
2218.0,2261.0,0.004179985091957326,2.0
1079.0,2506.0,0.004184380719134287,2.0
2342.0,3162.0,0.004329853060162674,3.0
1669.0,2041.0,0.0043537980524084976,2.0
1996.0,2879.0,0.004435786261847248,2.0
604.0,1255.0,0.004628846980989989,2.0
1049.0,1333.0,0.004642371981697979,2.0
701.0,1409.0,0.004736740704152446,2.0
2258.0,2334.0,0.004739244629899466,2.0
1343.0,1666.0,0.0047720275263764735,2.0
395.0,629.0,0.004831578983171021,2.0
1144.0,2034.0,0.00489476709251216,2.0
216.0,407.0,0.005183276497146477,2.0
1000.0,1135.0,0.005225912615608697,2.0
1858.0,3243.0,0.005238788092171723,3.0
1433.0,1820.0,0.005260106785806228,2.0
2434.0,2557.0,0.005268334303313758,2.0
1242.0,2508.0,0.005371387684414324,2.0
280.0,1318.0,0.005527169689152072,2.0
2214.0,2952.0,0.00558638770086519,2.0
983.0,2942.0,0.005659247203145321,2.0
2501.0,2554.0,0.0058156117977989225,2.0
1649.0,3193.0,0.005966866055161827,3.0
653.0,3195.0,0.006017612814444284,3.0
116.0,1087.0,0.006196327936176739,2.0
2055.0,2550.0,0.006228779602592128,2.0
618.0,1164.0,0.006230937090494044,2.0
2786.0,2959.0,0.006465513726422086,2.0
741.0,1806.0,0.006473693694850734,2.0
551.0,1142.0,0.006521298924067501,2.0
750.0,3187.0,0.0068980744685054225,3.0
657.0,2778.0,0.006974777099661802,2.0
596.0,1249.0,0.007005102582217953,2.0
560.0,568.0,0.007067073438434177,2.0
1665.0,3052.0,0.007078817292518549,3.0
1200.0,2375.0,0.007257188020897389,2.0
94.0,2356.0,0.007325733330076362,2.0
1639.0,2081.0,0.007417257302233153,2.0
1151.0,2259.0,0.007680629937029377,2.0
1413.0,1505.0,0.007698607491568463,2.0
1003.0,2485.0,0.007728282538377262,2.0
759.0,2635.0,0.007745972792889632,2.0
418.0,1828.0,0.007780660545644272,2.0
1104.0,3214.0,0.007844757053030501,3.0
1269.0,1817.0,0.007875671540373086,2.0
2115.0,2438.0,0.007936989083108381,2.0
842.0,1631.0,0.008009301237855135,2.0
1220.0,1464.0,0.008036529479609308,2.0
1819.0,3257.0,0.008063719319029349,3.0
1244.0,1427.0,0.00809873065239202,2.0
574.0,2815.0,0.00812179655254864,2.0
1626.0,2357.0,0.008250229689285812,2.0
1401.0,1447.0,0.008299105549319839,2.0
317.0,2790.0,0.008433398436112417,2.0
2116.0,2310.0,0.00850073918804362,2.0
834.0,959.0,0.008519662609299867,2.0
2423.0,2710.0,0.008719953438771785,2.0
369.0,801.0,0.008908931502348841,2.0
1344.0,3199.0,0.009001183174507712,4.0
364.0,2387.0,0.009314641193616174,2.0
2355.0,3115.0,0.009427948583253966,3.0
3130.0,3219.0,0.009532425944763704,4.0
522.0,1263.0,0.009573059326755576,2.0
124.0,1407.0,0.009759160556169771,2.0
1929.0,2177.0,0.009824413936742094,2.0
898.0,1845.0,0.009876890481181838,2.0
786.0,2316.0,0.009953433904458003,2.0
217.0,2997.0,0.010038610262328586,2.0
740.0,808.0,0.010104207379429454,2.0
884.0,2046.0,0.010163765991884026,2.0
572.0,1595.0,0.010207231198768235,2.0
1312.0,2251.0,0.010211664367083723,2.0
384.0,2895.0,0.010546948065628644,2.0
249.0,374.0,0.01061557363045742,2.0
2204.0,2694.0,0.010671254708386046,2.0
1880.0,1905.0,0.0106814081802186,2.0
1827.0,2563.0,0.010730026183696827,2.0
730.0,1797.0,0.010787140839247835,2.0
2247.0,2290.0,0.010796965588047472,2.0
187.0,1898.0,0.010833795778979903,2.0
506.0,2496.0,0.01084884722954699,2.0
589.0,2758.0,0.010876343127822518,2.0
1685.0,1967.0,0.010903592141641457,2.0
1395.0,2206.0,0.010909516539751066,2.0
758.0,2489.0,0.011139726621774317,2.0
152.0,2751.0,0.011159287951604932,2.0
1477.0,2594.0,0.01118964811664694,2.0
2284.0,2785.0,0.011222563332823043,2.0
333.0,1811.0,0.011253617648753574,2.0
715.0,1486.0,0.011270500728277422,2.0
515.0,3121.0,0.01133605947827992,5.0
2042.0,2951.0,0.01134002144511455,2.0
230.0,873.0,0.01136851322300976,2.0
1641.0,2229.0,0.011377190088893431,2.0
2442.0,2572.0,0.011399000843679655,2.0
337.0,765.0,0.011475208773611176,2.0
1607.0,3292.0,0.011482337039105544,3.0
182.0,428.0,0.011589366685789327,2.0
19.0,875.0,0.011645044496335253,2.0
571.0,1782.0,0.011679302199710783,2.0
1283.0,2870.0,0.011696926572244231,2.0
699.0,1025.0,0.011747771897791968,2.0
885.0,2409.0,0.011800732793015403,2.0
782.0,1544.0,0.012009337990117625,2.0
2707.0,3339.0,0.01201905988320543,3.0
2955.0,3179.0,0.012059520411197313,3.0
638.0,3248.0,0.012071006230600428,3.0
2452.0,3217.0,0.012080195383145332,3.0
295.0,2269.0,0.012315068473181104,2.0
2660.0,3186.0,0.012334946100230391,3.0
1527.0,2821.0,0.012380868030980657,2.0
57.0,2570.0,0.012394434272506945,2.0
504.0,2326.0,0.012458878003252218,2.0
1966.0,2830.0,0.012491267895475963,2.0
1574.0,3275.0,0.012508841437436068,3.0
2026.0,2513.0,0.012517222062795989,2.0
1380.0,2456.0,0.012541602911469224,2.0
1251.0,1488.0,0.012632678500204294,2.0
1661.0,2927.0,0.012656034408224668,2.0
1323.0,1492.0,0.012803301607567204,2.0
2615.0,2703.0,0.012823534759826638,2.0
505.0,1223.0,0.012863377251801878,2.0
2891.0,2919.0,0.013075225706683962,2.0
326.0,1325.0,0.013119481805963618,2.0
1746.0,3251.0,0.013124516965360416,3.0
1802.0,2376.0,0.013135137210678802,2.0
1040.0,2335.0,0.013290582221882846,2.0
325.0,1400.0,0.013429130419808286,2.0
2470.0,2794.0,0.013452890914557595,2.0
443.0,2969.0,0.013471338302452956,2.0
2163.0,3209.0,0.013670992118008648,4.0
2236.0,2779.0,0.01387314839207673,2.0
3053.0,3055.0,0.013947808802497987,5.0
371.0,1382.0,0.013948576672695197,2.0
425.0,1373.0,0.01403820465559354,2.0
1043.0,3236.0,0.01412190159688163,3.0
1562.0,2913.0,0.014128206538520423,2.0
153.0,1575.0,0.014145405651271965,2.0
1250.0,2934.0,0.01421177748074628,2.0
1358.0,1502.0,0.01425836365618092,2.0
1779.0,3304.0,0.014285256827769386,4.0
778.0,1496.0,0.014294105749578331,2.0
334.0,3088.0,0.014372826142375244,7.0
88.0,766.0,0.014409141090103026,2.0
99.0,3029.0,0.014440869504899265,3.0
315.0,738.0,0.01457900162190929,2.0
258.0,2503.0,0.01460221022368295,2.0
373.0,3224.0,0.014797967426421449,3.0
1381.0,1465.0,0.014808637972059334,2.0
511.0,1173.0,0.014909903266437666,2.0
732.0,1430.0,0.014971075399438774,2.0
1035.0,2348.0,0.014997104900988613,2.0
2648.0,2782.0,0.015010301279355334,2.0
707.0,2187.0,0.015100198083231181,2.0
393.0,1391.0,0.015110144057277205,2.0
824.0,2840.0,0.015147777687343338,2.0
30.0,1903.0,0.015153428883213362,2.0
1260.0,3286.0,0.015167000001130963,3.0
253.0,927.0,0.015192013256999525,2.0
544.0,2528.0,0.015234794439072375,2.0
2108.0,2472.0,0.015246413110805846,2.0
2514.0,2825.0,0.015284517285210693,2.0
559.0,3383.0,0.01534760505378229,3.0
304.0,3079.0,0.015446906115450413,3.0
2211.0,2536.0,0.015460280861688132,2.0
144.0,1838.0,0.015551299813578022,2.0
2922.0,3158.0,0.015558227728882976,3.0
546.0,2633.0,0.015645502663704836,2.0
1736.0,1878.0,0.015649733922059036,2.0
1691.0,1692.0,0.01566313424687937,2.0
1440.0,2838.0,0.015824078253806686,2.0
996.0,3322.0,0.01584399444310625,3.0
626.0,2359.0,0.015885005363053203,2.0
874.0,1110.0,0.015931880015661554,2.0
67.0,2992.0,0.0159463521496223,2.0
770.0,1014.0,0.01609369731992959,2.0
554.0,3189.0,0.016095990671647263,4.0
1319.0,1487.0,0.016209164929955684,2.0
14.0,904.0,0.016290922329073754,2.0
1347.0,2603.0,0.016428336031338992,2.0
1583.0,2425.0,0.016458981680412373,2.0
578.0,592.0,0.016500239315933682,2.0
2132.0,2471.0,0.01656668035104068,2.0
1569.0,2719.0,0.01658474682424204,2.0
1222.0,2249.0,0.01662191342687725,2.0
716.0,1579.0,0.01665695185602516,2.0
2075.0,2629.0,0.016670876994570805,2.0
2262.0,2695.0,0.016692224554075475,2.0
1078.0,2730.0,0.01672736765831989,2.0
481.0,3310.0,0.016730235770291407,3.0
15.0,2832.0,0.016833388885868963,2.0
998.0,1143.0,0.016957245193339136,2.0
330.0,3205.0,0.017044312377329073,3.0
811.0,2243.0,0.017076393481806767,2.0
976.0,1672.0,0.01717166856113624,2.0
2711.0,2833.0,0.017181476082025235,2.0
662.0,3076.0,0.01718954434317987,4.0
1668.0,2219.0,0.01734599566775037,2.0
628.0,2704.0,0.017509014855459592,2.0
2216.0,2954.0,0.0175433325581108,2.0
1248.0,2313.0,0.017571918354431105,2.0
678.0,2347.0,0.017675340383794237,2.0
2338.0,2350.0,0.017696634590526936,2.0
1029.0,2687.0,0.017743719005190374,2.0
487.0,1190.0,0.017784673834623742,2.0
1015.0,2663.0,0.017961005915290255,2.0
95.0,3309.0,0.017974764474644023,3.0
1106.0,3090.0,0.018001346876346278,3.0
1859.0,2916.0,0.01801721963914125,2.0
1308.0,2385.0,0.018024683528194755,2.0
1187.0,2145.0,0.01804474222482246,2.0
2143.0,2282.0,0.018062025482028735,2.0
1778.0,1830.0,0.018255195118590674,2.0
1245.0,3355.0,0.01836345361059951,3.0
772.0,2032.0,0.01844411290931773,2.0
2151.0,2252.0,0.018499432295597456,2.0
1628.0,2801.0,0.01856631480905725,2.0
1313.0,1932.0,0.018614106143429975,2.0
598.0,2000.0,0.018820548487528236,2.0
34.0,1799.0,0.018885393476989705,2.0
2048.0,2188.0,0.019050006364950602,2.0
909.0,2547.0,0.019216957830916075,2.0
1624.0,2123.0,0.019249989402225425,2.0
2305.0,2631.0,0.01925226543083242,2.0
1776.0,2775.0,0.019310346860228658,2.0
2291.0,3009.0,0.019358324847266017,3.0
2352.0,3303.0,0.019386534407176376,3.0
274.0,531.0,0.019393462813714988,2.0
826.0,1587.0,0.01942238121984945,2.0
573.0,1825.0,0.019426578504518646,2.0
386.0,980.0,0.019500707732011836,2.0
113.0,3031.0,0.01950340379742664,3.0
1462.0,1759.0,0.019594022404171227,2.0
1402.0,2073.0,0.019704592122960923,2.0
141.0,767.0,0.01971404168242003,2.0
376.0,1057.0,0.01976055526406128,2.0
540.0,954.0,0.01976975201407538,2.0
1507.0,2126.0,0.019779842167277538,2.0
1973.0,3238.0,0.01980173854822536,4.0
411.0,525.0,0.01985209544753026,2.0
615.0,1134.0,0.01987849591506459,2.0
2459.0,2998.0,0.019970602462328117,2.0
1923.0,2771.0,0.02004286679143588,2.0
565.0,2114.0,0.02009118690979635,2.0
1299.0,2344.0,0.02009993912576347,2.0
1243.0,3418.0,0.020144147211516864,3.0
2925.0,3503.0,0.020171531757300708,3.0
237.0,3400.0,0.020186470014216553,3.0
3032.0,3477.0,0.020189751111697282,4.0
693.0,2649.0,0.020214100736115993,2.0
889.0,3230.0,0.020231901753569943,4.0
2743.0,3347.0,0.020326744172611905,3.0
1546.0,3044.0,0.020365997865903217,4.0
261.0,2709.0,0.020370936469068585,2.0
1453.0,2678.0,0.020415544821551064,2.0
1421.0,2182.0,0.020432419702339687,2.0
597.0,2822.0,0.020434097160450256,2.0
2250.0,2729.0,0.020484684443798206,2.0
286.0,823.0,0.020521855356126145,2.0
1368.0,2462.0,0.020566038701986655,2.0
1924.0,2607.0,0.020647012838652383,2.0
1218.0,2460.0,0.02066578448126986,2.0
2372.0,2558.0,0.020666927154596844,2.0
147.0,2853.0,0.0207116347451996,2.0
710.0,2149.0,0.020735822099829507,2.0
1680.0,2396.0,0.02074163319646993,2.0
2184.0,2989.0,0.020747463840622187,2.0
2390.0,3056.0,0.020757551348063463,3.0
128.0,2839.0,0.020764334622855186,2.0
77.0,1528.0,0.020834334108959737,2.0
497.0,1868.0,0.020834981499175117,2.0
1547.0,3474.0,0.020851658637502053,4.0
1071.0,2294.0,0.020901164191156518,2.0
136.0,1495.0,0.020904961141867916,2.0
2540.0,3368.0,0.020914425784659095,3.0
1088.0,2019.0,0.02091996471503327,2.0
620.0,989.0,0.02093787865106947,2.0
2556.0,3387.0,0.020953446882272263,4.0
26.0,508.0,0.02097400473284332,2.0
787.0,1539.0,0.021001738923347224,2.0
473.0,2571.0,0.02104105284310313,2.0
448.0,1755.0,0.021110705425144823,2.0
82.0,92.0,0.02112426878956907,2.0
51.0,2231.0,0.021127766053533312,2.0
1314.0,2233.0,0.021195842613256202,2.0
764.0,1128.0,0.021198768480952816,2.0
982.0,1606.0,0.021230978697008646,2.0
837.0,2555.0,0.02124874926856258,2.0
971.0,1482.0,0.021282534024765806,2.0
1022.0,1127.0,0.021307430687397464,2.0
344.0,1216.0,0.0213171467658296,2.0
157.0,2662.0,0.02134848339899155,2.0
365.0,1740.0,0.02137081250740423,2.0
1257.0,1276.0,0.02144961715908566,2.0
1925.0,2505.0,0.021452140557574828,2.0
1171.0,3450.0,0.021461566909379098,3.0
1714.0,2581.0,0.021505028650222247,2.0
6.0,2762.0,0.021517957174144106,2.0
110.0,929.0,0.021518756528672574,2.0
2301.0,2741.0,0.021567222094647835,2.0
143.0,2274.0,0.021573981554088233,2.0
2510.0,2734.0,0.021639839564634996,2.0
575.0,892.0,0.021655008052246502,2.0
1570.0,2963.0,0.021677065523843936,2.0
2511.0,3334.0,0.021692632803145852,3.0
1909.0,2113.0,0.021710145997676948,2.0
1790.0,1963.0,0.021718930537764015,2.0
723.0,881.0,0.021730390134466933,2.0
1699.0,3220.0,0.021747456306961815,3.0
979.0,1730.0,0.021809823679037877,2.0
931.0,2147.0,0.021813869765783693,2.0
119.0,2748.0,0.02185527300449342,2.0
2173.0,2448.0,0.02186507557482966,2.0
442.0,548.0,0.021908437921699317,2.0
1123.0,2020.0,0.021920935066330652,2.0
2626.0,3426.0,0.02196001943931471,4.0
422.0,1522.0,0.021990514767053146,2.0
1614.0,3377.0,0.021994330981868492,3.0
115.0,2630.0,0.02199559182065318,2.0
435.0,831.0,0.022058446651524274,2.0
2105.0,2636.0,0.022074889439226895,2.0
1238.0,3328.0,0.022098493291010237,3.0
470.0,1732.0,0.022159209591851678,2.0
1361.0,2255.0,0.022218371626985617,2.0
543.0,2538.0,0.02222073919588748,2.0
609.0,2391.0,0.022221888100850535,2.0
55.0,1174.0,0.022312655668672965,2.0
1529.0,1536.0,0.02234693589995531,2.0
2038.0,2309.0,0.022350800532672296,2.0
1873.0,2481.0,0.022352402652703097,2.0
3157.0,3343.0,0.0223785989966567,6.0
985.0,3048.0,0.022433894429545784,3.0
828.0,1693.0,0.02243709777864564,2.0
1501.0,2152.0,0.02247735522577525,2.0
137.0,2488.0,0.02254672848526191,2.0
994.0,1844.0,0.02255437438817827,2.0
440.0,1972.0,0.02258291115655343,2.0
100.0,2525.0,0.022600632981872544,2.0
510.0,1411.0,0.022602086097598822,2.0
1557.0,2533.0,0.022616263643971755,2.0
1121.0,1206.0,0.02273474404798572,2.0
671.0,2029.0,0.022775844273903074,2.0
255.0,1916.0,0.02278426089194048,2.0
489.0,1203.0,0.022790538858537546,2.0
694.0,2858.0,0.022801370007926036,2.0
1398.0,2585.0,0.02280727089538539,2.0
944.0,1422.0,0.022886252290381597,2.0
53.0,2393.0,0.023001525907440083,2.0
102.0,399.0,0.023043053848429054,2.0
465.0,3287.0,0.023130176960386502,3.0
1722.0,1754.0,0.02316910117438172,2.0
809.0,819.0,0.02323052842174772,2.0
2548.0,2860.0,0.023257569724700493,2.0
2865.0,3235.0,0.02328765658397039,4.0
251.0,1017.0,0.023419477511420962,2.0
200.0,836.0,0.023429535464991883,2.0
178.0,2780.0,0.023499483986462805,2.0
2590.0,2910.0,0.02349975918221158,2.0
941.0,1172.0,0.023541966553005462,2.0
193.0,3050.0,0.023562899613112323,4.0
238.0,2653.0,0.0236644253890524,2.0
1823.0,3307.0,0.02374126464436405,3.0
3315.0,3361.0,0.023755900826196674,4.0
2683.0,2856.0,0.02378015803250662,2.0
56.0,1211.0,0.023860200299337865,2.0
349.0,3607.0,0.023863335089188042,3.0
2974.0,3155.0,0.023897942777814506,3.0
2509.0,3394.0,0.02390318593671341,3.0
272.0,1991.0,0.023992360796457182,2.0
940.0,1566.0,0.024006461773079676,2.0
1158.0,3395.0,0.02403174070041743,3.0
948.0,1167.0,0.024064248222350686,2.0
802.0,3364.0,0.024068077525978483,3.0
1761.0,1920.0,0.024072085565081593,2.0
1646.0,3148.0,0.024093560028953544,3.0
